Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for, ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,Total  uniform visas issued (including MEV),Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs)",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas,Year
Latvia,AZERBAIJAN,BAKU,,,,,,3470.0,3203.0,1256.0,0.39213237589759603,3.0,236.0,0.06801152737752161,3470.0,3206.0,236.0,0.06801152737752161,2018
Latvia,BELARUS,MINSK,,,,,,33197.0,32937.0,28195.0,0.856028175000759,18.0,116.0,0.0034942916528601983,33197.0,32955.0,116.0,0.0034942916528601983,2018
Latvia,BELARUS,VITSYEBSK,,,,,,25700.0,25426.0,18077.0,0.7109651537795957,20.0,150.0,0.005836575875486381,25700.0,25446.0,150.0,0.005836575875486381,2018
Latvia,CANADA,OTTAWA,,,,,,39.0,39.0,26.0,0.6666666666666666,,,0.0,39.0,39.0,,,2018
Latvia,CHINA,BEIJING,,,,,,2170.0,2075.0,596.0,0.28722891566265063,,64.0,0.029493087557603687,2170.0,2075.0,64.0,0.029493087557603687,2018
Latvia,EGYPT,CAIRO,,,,,,351.0,252.0,90.0,0.35714285714285715,1.0,74.0,0.21082621082621084,351.0,253.0,74.0,0.21082621082621084,2018
Latvia,FRANCE,PARIS,,,,,,3.0,3.0,3.0,1.0,,,0.0,3.0,3.0,,,2018
Latvia,GEORGIA,TBILISSI,,,,,,189.0,150.0,106.0,0.7066666666666667,1.0,35.0,0.18518518518518517,189.0,151.0,35.0,0.18518518518518517,2018
Latvia,INDIA,NEW DELHI,,,,,,1873.0,991.0,186.0,0.18768920282542886,7.0,843.0,0.45008008542445277,1873.0,998.0,843.0,0.45008008542445277,2018
Latvia,ISRAEL,TEL AVIV,,,,,,35.0,34.0,7.0,0.20588235294117646,1.0,,0.0,35.0,35.0,,,2018
Latvia,JAPAN,TOKYO,,,,,,15.0,13.0,,0.0,,,0.0,15.0,13.0,,,2018
Latvia,KAZAKHSTAN,ASTANA,,,,,,2401.0,2257.0,825.0,0.36552946389011964,4.0,134.0,0.0558100791336943,2401.0,2261.0,134.0,0.0558100791336943,2018
Latvia,RUSSIAN FEDERATION,KALININGRAD,,,,,,6937.0,6903.0,5288.0,0.7660437490945966,2.0,24.0,0.0034597088078420065,6937.0,6905.0,24.0,0.0034597088078420065,2018
Latvia,RUSSIAN FEDERATION,MOSCOW,,,,,,57334.0,56621.0,48724.0,0.8605287790749016,5.0,552.0,0.009627795025639237,57334.0,56626.0,552.0,0.009627795025639237,2018
Latvia,RUSSIAN FEDERATION,PSKOV,,,,,,7391.0,7374.0,7122.0,0.9658258746948739,,7.0,0.0009470978216750102,7391.0,7374.0,7.0,0.0009470978216750102,2018
Latvia,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,10513.0,10396.0,9382.0,0.9024624855713737,,93.0,0.008846190430895082,10513.0,10396.0,93.0,0.008846190430895082,2018
Latvia,TURKEY,ANKARA,,,,,,1150.0,1043.0,697.0,0.6682646212847555,,110.0,0.09565217391304348,1150.0,1043.0,110.0,0.09565217391304348,2018
Latvia,UKRAINE,KYIV,,,,,,2784.0,2704.0,1972.0,0.7292899408284024,1.0,75.0,0.02693965517241379,2784.0,2705.0,75.0,0.02693965517241379,2018
Latvia,UNITED ARAB EMIRATES,ABU DHABI,,,,,,752.0,385.0,105.0,0.2727272727272727,6.0,348.0,0.4627659574468085,752.0,391.0,348.0,0.4627659574468085,2018
Latvia,UNITED KINGDOM,LONDON,,,,,,387.0,353.0,268.0,0.7592067988668555,8.0,20.0,0.05167958656330749,387.0,361.0,20.0,0.05167958656330749,2018
Latvia,USA,"WASHINGTON, DC",,,,,,72.0,70.0,32.0,0.45714285714285713,1.0,1.0,0.013888888888888888,72.0,71.0,1.0,0.013888888888888888,2018
Latvia,UZBEKISTAN,TASHKENT,,,,,,4946.0,4399.0,1316.0,0.29915889974994314,5.0,492.0,0.09947432268499798,4946.0,4404.0,492.0,0.09947432268499798,2018
Lithuania,ARMENIA,YEREVAN,,,,,,7712.0,7043.0,2883.0,0.40934260968337355,2.0,694.0,0.0899896265560166,7712.0,7045.0,694.0,0.0899896265560166,2018
Lithuania,AZERBAIJAN,BAKU,,,,,,1534.0,1225.0,641.0,0.5232653061224489,0.0,291.0,0.1897001303780965,1534.0,1225.0,291.0,0.1897001303780965,2018
Lithuania,BELARUS,GRODNO,,,,,,34845.0,34672.0,32293.0,0.9313855560682972,16.0,139.0,0.003989094561630076,34845.0,34688.0,139.0,0.003989094561630076,2018
Lithuania,BELARUS,MINSK,,,,,,201597.0,199729.0,187755.0,0.9400487660780358,60.0,443.0,0.0021974533351190742,201597.0,199789.0,443.0,0.0021974533351190742,2018
Lithuania,BRAZIL,SAO PAULO,,,,,,6.0,3.0,2.0,0.6666666666666666,0.0,3.0,0.5,6.0,3.0,3.0,0.5,2018
Lithuania,CANADA,OTTAWA,,,,,,21.0,20.0,11.0,0.55,0.0,1.0,0.047619047619047616,21.0,20.0,1.0,0.047619047619047616,2018
Lithuania,CHINA,BEIJING,,,,,,1701.0,1531.0,226.0,0.14761593729588504,1.0,171.0,0.10052910052910052,1701.0,1532.0,171.0,0.10052910052910052,2018
Lithuania,EGYPT,CAIRO,,,,,,602.0,415.0,140.0,0.3373493975903614,6.0,169.0,0.2807308970099668,602.0,421.0,169.0,0.2807308970099668,2018
Lithuania,FRANCE,PARIS,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,2018
Lithuania,GEORGIA,TBILISSI,,,,,,431.0,332.0,46.0,0.13855421686746988,1.0,83.0,0.1925754060324826,431.0,333.0,83.0,0.1925754060324826,2018
Lithuania,INDIA,NEW DELHI,,,,,,1007.0,647.0,354.0,0.5471406491499228,12.0,345.0,0.3426017874875869,1007.0,659.0,345.0,0.3426017874875869,2018
Lithuania,IRELAND,DUBLIN,,,,,,165.0,154.0,69.0,0.44805194805194803,1.0,3.0,0.01818181818181818,165.0,155.0,3.0,0.01818181818181818,2018
Lithuania,ISRAEL,TEL AVIV,,,,,,36.0,33.0,17.0,0.5151515151515151,1.0,1.0,0.027777777777777776,36.0,34.0,1.0,0.027777777777777776,2018
Lithuania,ITALY,ROME,,,,,,15.0,8.0,8.0,1.0,0.0,1.0,0.06666666666666667,15.0,8.0,1.0,0.06666666666666667,2018
Lithuania,JAPAN,TOKYO,,,,,,37.0,35.0,6.0,0.17142857142857143,0.0,1.0,0.02702702702702703,37.0,35.0,1.0,0.02702702702702703,2018
Lithuania,KAZAKHSTAN,ALMATY,,,,,,11172.0,9871.0,4247.0,0.43025022794043155,19.0,1156.0,0.10347296813462227,11172.0,9890.0,1156.0,0.10347296813462227,2018
Lithuania,KAZAKHSTAN,ASTANA,,,,,,1401.0,1375.0,564.0,0.4101818181818182,0.0,21.0,0.014989293361884369,1401.0,1375.0,21.0,0.014989293361884369,2018
Lithuania,LATVIA,RIGA,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,2018
Lithuania,MOLDOVA,CHISINAU,,,,,,9.0,8.0,3.0,0.375,0.0,1.0,0.1111111111111111,9.0,8.0,1.0,0.1111111111111111,2018
Lithuania,NORWAY,OSLO,,,,,,4.0,4.0,1.0,0.25,0.0,0.0,0.0,4.0,4.0,,,2018
Lithuania,POLAND,WARSAW,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2018
Lithuania,ROMANIA,BUCHAREST,,,,,,27.0,28.0,17.0,0.6071428571428571,0.0,1.0,0.037037037037037035,27.0,28.0,1.0,0.037037037037037035,2018
Lithuania,RUSSIAN FEDERATION,KALININGRAD,,,,,,25486.0,25257.0,20235.0,0.8011640337332224,0.0,153.0,0.006003295927175704,25486.0,25257.0,153.0,0.006003295927175704,2018
Lithuania,RUSSIAN FEDERATION,MOSCOW,,,,,,31558.0,31140.0,18932.0,0.6079640333975594,4.0,375.0,0.011882882311933582,31558.0,31144.0,375.0,0.011882882311933582,2018
Lithuania,RUSSIAN FEDERATION,SOVETSK,,,,,,12071.0,11995.0,10202.0,0.8505210504376823,1.0,26.0,0.0021539226244718748,12071.0,11996.0,26.0,0.0021539226244718748,2018
Lithuania,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,13212.0,13021.0,11029.0,0.8470163581906152,2.0,225.0,0.0170299727520436,13212.0,13023.0,225.0,0.0170299727520436,2018
Lithuania,SOUTH AFRICA,PRETORIA,,,,,,214.0,170.0,91.0,0.5352941176470588,0.0,42.0,0.19626168224299065,214.0,170.0,42.0,0.19626168224299065,2018
Lithuania,SWEDEN,STOCKHOLM,,,,,,5.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,4.0,,,2018
Lithuania,TURKEY,ANKARA,,,,,,1185.0,1016.0,576.0,0.5669291338582677,5.0,157.0,0.13248945147679325,1185.0,1021.0,157.0,0.13248945147679325,2018
Lithuania,UKRAINE,KYIV,,,,,,5380.0,5154.0,3672.0,0.7124563445867288,6.0,178.0,0.03308550185873606,5380.0,5160.0,178.0,0.03308550185873606,2018
Lithuania,UNITED KINGDOM,LONDON,,,,,,574.0,562.0,270.0,0.4804270462633452,2.0,10.0,0.017421602787456445,574.0,564.0,10.0,0.017421602787456445,2018
Lithuania,USA,"CHICAGO, IL",,,,,,864.0,853.0,453.0,0.5310668229777257,5.0,1.0,0.0011574074074074073,864.0,858.0,1.0,0.0011574074074074073,2018
Lithuania,USA,"LOS ANGELES, CA",,,,,,61.0,58.0,38.0,0.6551724137931034,1.0,2.0,0.03278688524590164,61.0,59.0,2.0,0.03278688524590164,2018
Lithuania,USA,"NEW YORK, NY",,,,,,88.0,76.0,53.0,0.6973684210526315,5.0,7.0,0.07954545454545454,88.0,81.0,7.0,0.07954545454545454,2018
Lithuania,USA,"WASHINGTON, DC",,,,,,35.0,34.0,23.0,0.6764705882352942,0.0,1.0,0.02857142857142857,35.0,34.0,1.0,0.02857142857142857,2018
Luxembourg,AUSTRIA,VIENNA,,,,,,2.0,2.0,2.0,1.0,,,0.0,2.0,2.0,,,2018
Luxembourg,BELGIUM,BRUSSELS,,,,,,4.0,2.0,1.0,0.5,,2.0,0.5,4.0,2.0,2.0,0.5,2018
Luxembourg,CHINA,BEIJING,,,,,,1269.0,1247.0,613.0,0.491579791499599,1.0,21.0,0.016548463356973995,1269.0,1248.0,21.0,0.016548463356973995,2018
Luxembourg,CHINA,SHANGHAI,,,,,,972.0,931.0,605.0,0.6498388829215896,1.0,40.0,0.0411522633744856,972.0,932.0,40.0,0.0411522633744856,2018
Luxembourg,CZECH REPUBLIC,PRAGUE,,,,,,2.0,2.0,1.0,0.5,,,0.0,2.0,2.0,,,2018
Luxembourg,FRANCE,PARIS,,,,,,3.0,3.0,2.0,0.6666666666666666,,,0.0,3.0,3.0,,,2018
Luxembourg,GERMANY,BERLIN,,,,,,4.0,2.0,,0.0,1.0,1.0,0.25,4.0,3.0,1.0,0.25,2018
Luxembourg,GREECE,ATHENS,,,,,,4.0,4.0,4.0,1.0,,,0.0,4.0,4.0,,,2018
Luxembourg,INDIA,NEW DELHI,,,,,,2283.0,2122.0,1960.0,0.9236569274269557,,161.0,0.07052124397722295,2283.0,2122.0,161.0,0.07052124397722295,2018
Luxembourg,ITALY,ROME,,,,,,32.0,27.0,2.0,0.07407407407407407,1.0,4.0,0.125,32.0,28.0,4.0,0.125,2018
Luxembourg,JAPAN,TOKYO,,,,,,24.0,22.0,2.0,0.09090909090909091,1.0,1.0,0.041666666666666664,24.0,23.0,1.0,0.041666666666666664,2018
Luxembourg,LUXEMBOURG,LUXEMBOURG,,,,,,39.0,37.0,24.0,0.6486486486486487,,2.0,0.05128205128205128,39.0,37.0,2.0,0.05128205128205128,2018
Luxembourg,NETHERLANDS,THE HAGUE,,,,,,2.0,1.0,1.0,1.0,,1.0,0.5,2.0,1.0,1.0,0.5,2018
Luxembourg,POLAND,WARSAW,,,,,,13.0,13.0,7.0,0.5384615384615384,,,0.0,13.0,13.0,,,2018
Luxembourg,PORTUGAL,LISBON,1.0,,,,0.0,6.0,5.0,4.0,0.8,,1.0,0.16666666666666666,7.0,5.0,1.0,0.14285714285714285,2018
Luxembourg,RUSSIAN FEDERATION,MOSCOW,,,,,,2856.0,2813.0,2528.0,0.898684678279417,,43.0,0.015056022408963586,2856.0,2813.0,43.0,0.015056022408963586,2018
Luxembourg,SPAIN,MADRID,,,,,,1.0,1.0,,0.0,,,0.0,1.0,1.0,,,2018
Luxembourg,SWITZERLAND,BERN,,,,,,6.0,6.0,,0.0,,,0.0,6.0,6.0,,,2018
Luxembourg,THAILAND,BANGKOK,,,,,,463.0,450.0,209.0,0.46444444444444444,,13.0,0.028077753779697623,463.0,450.0,13.0,0.028077753779697623,2018
Luxembourg,TURKEY,ANKARA,,,,,,1438.0,1399.0,1365.0,0.9756969263759828,2.0,37.0,0.02573018080667594,1438.0,1401.0,37.0,0.02573018080667594,2018
Luxembourg,UNITED ARAB EMIRATES,ABU DHABI,,,,,,433.0,377.0,304.0,0.8063660477453581,,56.0,0.12933025404157045,433.0,377.0,56.0,0.12933025404157045,2018
Luxembourg,UNITED KINGDOM,LONDON,,,,,,528.0,519.0,405.0,0.7803468208092486,,9.0,0.017045454545454544,528.0,519.0,9.0,0.017045454545454544,2018
Luxembourg,USA,"NEW YORK, NY",,,,,,163.0,159.0,155.0,0.9748427672955975,1.0,3.0,0.018404907975460124,163.0,160.0,3.0,0.018404907975460124,2018
Luxembourg,USA,"SAN FRANCISCO, CA",,,,,,254.0,252.0,2.0,0.007936507936507936,,2.0,0.007874015748031496,254.0,252.0,2.0,0.007874015748031496,2018
Luxembourg,USA,"WASHINGTON, DC",,,,,,75.0,71.0,69.0,0.971830985915493,,4.0,0.05333333333333334,75.0,71.0,4.0,0.05333333333333334,2018
Malta,ALGERIA,ALGIERS,,,,,,3717.0,433.0,148.0,0.3418013856812933,3.0,3226.0,0.8679042238364272,3717.0,436.0,3226.0,0.8679042238364272,2018
Malta,AUSTRALIA,CANBERRA,,,,,,3.0,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,3.0,3.0,,,2018
Malta,AUSTRALIA,MELBOURNE,,,,,,23.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,,,2018
Malta,AUSTRALIA,SYDNEY,,,,,,25.0,23.0,2.0,0.08695652173913043,5.0,0.0,0.0,25.0,28.0,,,2018
Malta,CANADA,TORONTO,,,,,,60.0,50.0,5.0,0.1,0.0,6.0,0.1,60.0,50.0,6.0,0.1,2018
Malta,CHINA,BEIJING,,,,,,3947.0,2921.0,568.0,0.19445395412529956,35.0,918.0,0.2325817076260451,3947.0,2956.0,918.0,0.2325817076260451,2018
Malta,CHINA,SHANGHAI,,,,,,2660.0,2242.0,110.0,0.04906333630686887,10.0,375.0,0.14097744360902256,2660.0,2252.0,375.0,0.14097744360902256,2018
Malta,EGYPT,CAIRO,,,,,,997.0,796.0,61.0,0.07663316582914573,14.0,161.0,0.16148445336008024,997.0,810.0,161.0,0.16148445336008024,2018
Malta,INDIA,NEW DELHI,,,,,,3539.0,2630.0,863.0,0.32813688212927755,52.0,809.0,0.22859564848827352,3539.0,2682.0,809.0,0.22859564848827352,2018
Malta,IRELAND,DUBLIN,,,,,,199.0,196.0,113.0,0.576530612244898,0.0,1.0,0.005025125628140704,199.0,196.0,1.0,0.005025125628140704,2018
Malta,ISRAEL,TEL AVIV,,,,,,204.0,171.0,108.0,0.631578947368421,11.0,26.0,0.12745098039215685,204.0,182.0,26.0,0.12745098039215685,2018
Malta,KUWAIT,KUWAIT,,,,,,233.0,216.0,200.0,0.9259259259259259,0.0,15.0,0.06437768240343347,233.0,216.0,15.0,0.06437768240343347,2018
Malta,POLAND,WARSAW,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,2018
Malta,RUSSIAN FEDERATION,MOSCOW,,,,,,7674.0,7498.0,1298.0,0.17311283008802347,7.0,33.0,0.004300234558248631,7674.0,7505.0,33.0,0.004300234558248631,2018
Malta,SAUDI ARABIA,RIYADH,,,,,,903.0,766.0,597.0,0.779373368146214,8.0,97.0,0.10741971207087486,903.0,774.0,97.0,0.10741971207087486,2018
Malta,SPAIN,MADRID,,,,,,3.0,3.0,3.0,1.0,3.0,0.0,0.0,3.0,6.0,,,2018
Malta,TUNISIA,TUNIS,,,,,,991.0,768.0,386.0,0.5026041666666666,14.0,203.0,0.20484359233097882,991.0,782.0,203.0,0.20484359233097882,2018
Malta,TURKEY,ANKARA,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2018
Malta,TURKEY,ISTANBUL,,,,,,3704.0,3364.0,1923.0,0.571640903686088,10.0,259.0,0.0699244060475162,3704.0,3374.0,259.0,0.0699244060475162,2018
Malta,UNITED ARAB EMIRATES,ABU DHABI,,,,,,140.0,90.0,23.0,0.25555555555555554,0.0,46.0,0.32857142857142857,140.0,90.0,46.0,0.32857142857142857,2018
Malta,UNITED ARAB EMIRATES,DUBAI,,,,,,1331.0,782.0,451.0,0.5767263427109974,0.0,434.0,0.32607062359128475,1331.0,782.0,434.0,0.32607062359128475,2018
Malta,UNITED KINGDOM,LONDON,,,,,,1791.0,1781.0,673.0,0.37787759685569905,19.0,0.0,0.0,1791.0,1800.0,,,2018
Malta,USA,"NEW YORK, NY",,,,,,75.0,69.0,19.0,0.2753623188405797,0.0,0.0,0.0,75.0,69.0,,,2018
Malta,USA,"WASHINGTON, DC",,,,,,110.0,105.0,57.0,0.5428571428571428,1.0,2.0,0.01818181818181818,110.0,106.0,2.0,0.01818181818181818,2018
Netherlands,AFGHANISTAN,KABUL,,,,,,218.0,161.0,26.0,0.16149068322981366,51.0,0.0,0.0,218.0,212.0,,,2018
Netherlands,ALGERIA,ALGIERS,,,,,,5861.0,2714.0,2166.0,0.7980840088430361,28.0,3485.0,0.5946084285958028,5861.0,2742.0,3485.0,0.5946084285958028,2018
Netherlands,ANGOLA,LUANDA,12.0,8.0,8.0,0.0,0.0,557.0,329.0,312.0,0.9483282674772037,1.0,215.0,0.3859964093357271,569.0,338.0,215.0,0.37785588752196836,2018
Netherlands,ARGENTINA,BUENOS AIRES,,,,,,40.0,37.0,34.0,0.918918918918919,0.0,2.0,0.05,40.0,37.0,2.0,0.05,2018
Netherlands,AUSTRALIA,SYDNEY,2.0,2.0,2.0,0.0,0.0,1141.0,996.0,971.0,0.9748995983935743,2.0,117.0,0.10254163014899212,1143.0,1000.0,117.0,0.10236220472440945,2018
Netherlands,BAHRAIN,MANAMA,,,,,,3.0,0.0,0.0,,0.0,3.0,1.0,3.0,,3.0,1.0,2018
Netherlands,BANGLADESH,DHAKA,,,,,,11.0,11.0,9.0,0.8181818181818182,0.0,0.0,0.0,11.0,11.0,,,2018
Netherlands,BENIN,COTONOU,,,,,,314.0,213.0,189.0,0.8873239436619719,4.0,89.0,0.28343949044585987,314.0,217.0,89.0,0.28343949044585987,2018
Netherlands,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,85.0,59.0,48.0,0.8135593220338984,0.0,26.0,0.3058823529411765,85.0,59.0,26.0,0.3058823529411765,2018
Netherlands,BRAZIL,SAO PAULO,3.0,1.0,1.0,0.0,0.0,97.0,70.0,65.0,0.9285714285714286,8.0,17.0,0.17525773195876287,100.0,79.0,17.0,0.17,2018
Netherlands,BULGARIA,SOFIA,4.0,4.0,3.0,0.0,0.0,177.0,128.0,109.0,0.8515625,4.0,35.0,0.1977401129943503,181.0,136.0,35.0,0.19337016574585636,2018
Netherlands,CANADA,OTTAWA,2.0,0.0,0.0,0.0,0.0,442.0,430.0,414.0,0.9627906976744186,2.0,5.0,0.011312217194570135,444.0,432.0,5.0,0.01126126126126126,2018
Netherlands,CANADA,TORONTO,1.0,0.0,0.0,0.0,0.0,746.0,703.0,669.0,0.9516358463726885,5.0,27.0,0.036193029490616625,747.0,708.0,27.0,0.03614457831325301,2018
Netherlands,CANADA,VANCOUVER,1.0,0.0,0.0,0.0,0.0,535.0,522.0,510.0,0.9770114942528736,1.0,8.0,0.014953271028037384,536.0,523.0,8.0,0.014925373134328358,2018
Netherlands,CHILE,SANTIAGO DE CHILE,,,,,,45.0,33.0,33.0,1.0,0.0,11.0,0.24444444444444444,45.0,33.0,11.0,0.24444444444444444,2018
Netherlands,CHINA,BEIJING,16.0,16.0,7.0,0.0,0.0,40023.0,38565.0,29851.0,0.7740438221185012,0.0,1146.0,0.028633535716962748,40039.0,38581.0,1146.0,0.028622093458877593,2018
Netherlands,CHINA,CHENGDU,,,,,,1865.0,1836.0,1783.0,0.9711328976034859,0.0,23.0,0.012332439678284183,1865.0,1836.0,23.0,0.012332439678284183,2018
Netherlands,CHINA,GUANGZHOU (CANTON),3.0,3.0,3.0,0.0,0.0,9813.0,9349.0,8033.0,0.8592362819552893,1.0,432.0,0.044023234484867016,9816.0,9353.0,432.0,0.044009779951100246,2018
Netherlands,CHINA,SHANGHAI,1.0,1.0,0.0,0.0,0.0,20374.0,19777.0,14993.0,0.758102846741164,1.0,542.0,0.026602532639638757,20375.0,19779.0,542.0,0.02660122699386503,2018
Netherlands,CHINA,SHENYANG,,,,,,1469.0,1384.0,1342.0,0.9696531791907514,0.0,80.0,0.05445881552076242,1469.0,1384.0,80.0,0.05445881552076242,2018
Netherlands,CHINA,WUHAN,,,,,,864.0,793.0,723.0,0.9117276166456494,0.0,64.0,0.07407407407407407,864.0,793.0,64.0,0.07407407407407407,2018
Netherlands,COLOMBIA,BOGOTA,2.0,2.0,,0.0,0.0,29.0,27.0,23.0,0.8518518518518519,0.0,1.0,0.034482758620689655,31.0,29.0,1.0,0.03225806451612903,2018
Netherlands,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,81.0,14.0,5.0,0.35714285714285715,60.0,1.0,0.012345679012345678,81.0,74.0,1.0,0.012345679012345678,2018
Netherlands,COSTA RICA,SAN JOSE,1.0,0.0,0.0,0.0,0.0,22.0,20.0,19.0,0.95,0.0,0.0,0.0,23.0,20.0,,,2018
Netherlands,CROATIA,ZAGREB,,,,,,36.0,25.0,17.0,0.68,0.0,10.0,0.2777777777777778,36.0,25.0,10.0,0.2777777777777778,2018
Netherlands,CUBA,HAVANA,213.0,165.0,155.0,40.0,0.18779342723004694,1503.0,959.0,510.0,0.5318039624608968,0.0,523.0,0.3479707252162342,1716.0,1124.0,563.0,0.3280885780885781,2018
Netherlands,CYPRUS,NICOSIA,,,,,,19.0,0.0,0.0,,0.0,14.0,0.7368421052631579,19.0,,14.0,0.7368421052631579,2018
Netherlands,CZECH REPUBLIC,PRAGUE,,,,,,11.0,3.0,2.0,0.6666666666666666,7.0,0.0,0.0,11.0,10.0,,,2018
Netherlands,DOMINICAN REPUBLIC,SANTO DOMINGO,4.0,2.0,2.0,2.0,0.5,2673.0,1812.0,1033.0,0.5700883002207505,0.0,843.0,0.3153759820426487,2677.0,1814.0,845.0,0.31565184908479643,2018
Netherlands,EGYPT,CAIRO,3.0,1.0,1.0,,0.0,13037.0,8581.0,8543.0,0.9955716117002681,179.0,3996.0,0.30651223440975683,13040.0,8761.0,3996.0,0.30644171779141105,2018
Netherlands,ETHIOPIA,ADDIS ABEBA,4.0,0.0,0.0,3.0,0.75,2105.0,1662.0,1542.0,0.927797833935018,7.0,377.0,0.17909738717339668,2109.0,1669.0,380.0,0.18018018018018017,2018
Netherlands,FINLAND,HELSINKI,,,,,,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,,,2018
Netherlands,FRANCE,PARIS,,,,,,2.0,1.0,1.0,1.0,0.0,1.0,0.5,2.0,1.0,1.0,0.5,2018
Netherlands,GEORGIA,TBILISSI,2.0,1.0,1.0,0.0,0.0,697.0,254.0,158.0,0.6220472440944882,4.0,408.0,0.5853658536585366,699.0,259.0,408.0,0.5836909871244635,2018
Netherlands,GERMANY,BERLIN,,,,,,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,,1.0,1.0,2018
Netherlands,GHANA,ACCRA,283.0,199.0,175.0,57.0,0.20141342756183744,18438.0,10722.0,9225.0,0.8603805260212647,9.0,7587.0,0.4114871461112919,18721.0,10930.0,7644.0,0.4083115218204156,2018
Netherlands,GREECE,ATHENS,,,,,,35.0,18.0,2.0,0.1111111111111111,6.0,4.0,0.11428571428571428,35.0,24.0,4.0,0.11428571428571428,2018
Netherlands,HONG KONG S.A.R.,HONG KONG,,,,,,781.0,745.0,743.0,0.9973154362416108,0.0,25.0,0.03201024327784891,781.0,745.0,25.0,0.03201024327784891,2018
Netherlands,HUNGARY,BUDAPEST,,,,,,6.0,5.0,4.0,0.8,0.0,0.0,0.0,6.0,5.0,,,2018
Netherlands,INDIA,BANGALORE,,,,,,15187.0,14038.0,12710.0,0.9053996295768628,0.0,1075.0,0.07078422334891683,15187.0,14038.0,1075.0,0.07078422334891683,2018
Netherlands,INDIA,CHENNAI,,,,,,8180.0,7548.0,6807.0,0.9018282988871225,0.0,593.0,0.07249388753056235,8180.0,7548.0,593.0,0.07249388753056235,2018
Netherlands,INDIA,KOLKATA,,,,,,3787.0,3455.0,3104.0,0.8984081041968162,0.0,294.0,0.07763401109057301,3787.0,3455.0,294.0,0.07763401109057301,2018
Netherlands,INDIA,MUMBAI,1.0,0.0,0.0,0.0,0.0,23981.0,22595.0,21266.0,0.9411816773622483,0.0,1304.0,0.05437638130186397,23982.0,22595.0,1304.0,0.054374113918772414,2018
Netherlands,INDIA,NEW DELHI,5.0,1.0,1.0,3.0,0.6,29109.0,25001.0,22262.0,0.890444382224711,6.0,3918.0,0.13459754715036587,29114.0,25008.0,3921.0,0.1346774747544137,2018
Netherlands,INDONESIA,JAKARTA,1.0,1.0,1.0,0.0,0.0,40411.0,38447.0,38384.0,0.9983613806018675,2.0,1157.0,0.02863081834154067,40412.0,38450.0,1157.0,0.028630109868355933,2018
Netherlands,IRAN,TEHERAN,53.0,27.0,27.0,25.0,0.4716981132075472,28379.0,18544.0,18496.0,0.997411561691113,199.0,9354.0,0.3296099228302618,28432.0,18770.0,9379.0,0.32987478897017447,2018
Netherlands,IRAQ,BAGHDAD,,,,,,819.0,615.0,609.0,0.9902439024390244,69.0,117.0,0.14285714285714285,819.0,684.0,117.0,0.14285714285714285,2018
Netherlands,IRAQ,ERBIL,,,,,,590.0,386.0,385.0,0.9974093264248705,13.0,166.0,0.28135593220338984,590.0,399.0,166.0,0.28135593220338984,2018
Netherlands,IRELAND,DUBLIN,1.0,1.0,1.0,0.0,0.0,3291.0,3118.0,3113.0,0.9983964079538166,2.0,14.0,0.00425402613187481,3292.0,3121.0,14.0,0.00425273390036452,2018
Netherlands,ISRAEL,TEL AVIV,3.0,2.0,2.0,0.0,0.0,336.0,220.0,219.0,0.9954545454545455,32.0,72.0,0.21428571428571427,339.0,254.0,72.0,0.21238938053097345,2018
Netherlands,ITALY,ROME,,,,,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,,,2018
Netherlands,JAPAN,TOKYO,,,,,,721.0,665.0,656.0,0.9864661654135338,1.0,44.0,0.06102635228848821,721.0,666.0,44.0,0.06102635228848821,2018
Netherlands,JORDAN,AMMAN,10.0,0.0,0.0,2.0,0.2,6390.0,4588.0,4585.0,0.9993461203138623,162.0,1546.0,0.24194053208137714,6400.0,4750.0,1548.0,0.241875,2018
Netherlands,KAZAKHSTAN,ASTANA,,,,,,5.0,5.0,4.0,0.8,0.0,0.0,0.0,5.0,5.0,,,2018
