Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for, ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,Total  uniform visas issued (including MEV),Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs)",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas,Year
Belgium,BRAZIL,SAO PAULO,,,,,,9.0,6.0,3.0,0.5,,3.0,0.3333333333333333,9.0,6.0,3.0,0.3333333333333333,2020
Belgium,BULGARIA,SOFIA,,,,,,29.0,26.0,17.0,0.6538461538461539,,1.0,0.037037037037037035,29.0,26.0,1.0,0.037037037037037035,2020
Belgium,BURKINA FASO,OUAGADOUGOU,,,,,,428.0,212.0,128.0,0.6037735849056604,,87.0,0.2909698996655518,428.0,212.0,87.0,0.2909698996655518,2020
Belgium,BURUNDI,BUJUMBURA,,,,,,637.0,254.0,67.0,0.2637795275590551,,234.0,0.47950819672131145,637.0,254.0,234.0,0.47950819672131145,2020
Belgium,CAMEROON,YAONDE,,,,,,882.0,433.0,210.0,0.48498845265588914,,351.0,0.4477040816326531,882.0,433.0,351.0,0.4477040816326531,2020
Belgium,CANADA,MONTREAL,,,,,,162.0,111.0,44.0,0.3963963963963964,,36.0,0.24489795918367346,162.0,111.0,36.0,0.24489795918367346,2020
Belgium,CHILE,SANTIAGO DE CHILE,,,,,,11.0,5.0,2.0,0.4,,2.0,0.2857142857142857,11.0,5.0,2.0,0.2857142857142857,2020
Belgium,CHINA,BEIJING,,,,,,1931.0,1794.0,1133.0,0.6315496098104794,1.0,23.0,0.012651265126512651,1931.0,1795.0,23.0,0.012651265126512651,2020
Belgium,CHINA,GUANGZHOU (CANTON),,,,,,259.0,299.0,109.0,0.36454849498327757,,13.0,0.041666666666666664,259.0,299.0,13.0,0.041666666666666664,2020
Belgium,CHINA,SHANGHAI,,,,,,490.0,445.0,181.0,0.4067415730337079,,6.0,0.013303769401330377,490.0,445.0,6.0,0.013303769401330377,2020
Belgium,COLOMBIA,BOGOTA,,,,,,34.0,31.0,30.0,0.967741935483871,,,0.0,34.0,31.0,,,2020
Belgium,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,6.0,3.0,,3.0,0.5,5975.0,3591.0,1773.0,0.49373433583959897,1.0,2152.0,0.3746518105849582,5981.0,3595.0,2155.0,0.37478260869565216,2020
Belgium,CONGO (DEMOCRATIC REPUBLIC),LUBUMBASHI,1.0,,,1.0,1.0,329.0,238.0,86.0,0.36134453781512604,,59.0,0.19865319865319866,330.0,238.0,60.0,0.20134228187919462,2020
Belgium,COTE D'IVOIRE,ABIDJAN,,,,,,581.0,368.0,207.0,0.5625,2.0,198.0,0.3485915492957746,581.0,370.0,198.0,0.3485915492957746,2020
Belgium,CROATIA,ZAGREB,,,,,,22.0,15.0,13.0,0.8666666666666667,,2.0,0.11764705882352941,22.0,15.0,2.0,0.11764705882352941,2020
Belgium,CUBA,HAVANA,,,,,,276.0,200.0,35.0,0.175,,48.0,0.1935483870967742,276.0,200.0,48.0,0.1935483870967742,2020
Belgium,CZECH REPUBLIC,PRAGUE,,,,,,2.0,,,,,,,2.0,,,,2020
Belgium,EGYPT,CAIRO,,,,,,613.0,331.0,118.0,0.3564954682779456,4.0,208.0,0.3830570902394107,613.0,335.0,208.0,0.3830570902394107,2020
Belgium,ETHIOPIA,ADDIS ABEBA,1.0,1.0,,,0.0,225.0,155.0,74.0,0.4774193548387097,4.0,31.0,0.1631578947368421,226.0,160.0,31.0,0.16230366492146597,2020
Belgium,FINLAND,HELSINKI,,,,,,4.0,1.0,,0.0,,,0.0,4.0,1.0,,,2020
Belgium,FRANCE,PARIS,,,,,,3.0,,,,,,,3.0,,,,2020
Belgium,GERMANY,BERLIN,,,,,,2.0,,,,,,,2.0,,,,2020
Belgium,GREECE,ATHENS,,,,,,5.0,3.0,2.0,0.6666666666666666,,1.0,0.25,5.0,3.0,1.0,0.25,2020
Belgium,HONG KONG S.A.R.,HONG KONG,,,,,,112.0,107.0,81.0,0.7570093457943925,,6.0,0.05309734513274336,112.0,107.0,6.0,0.05309734513274336,2020
Belgium,HUNGARY,BUDAPEST,,,,,,3.0,,,,,,,3.0,,,,2020
Belgium,INDIA,MUMBAI,,,,,,3399.0,3129.0,2857.0,0.9130712687759668,,184.0,0.05553878659824932,3399.0,3129.0,184.0,0.05553878659824932,2020
Belgium,INDIA,NEW DELHI,,,,,,1595.0,1295.0,760.0,0.5868725868725869,,225.0,0.14802631578947367,1595.0,1295.0,225.0,0.14802631578947367,2020
Belgium,INDONESIA,JAKARTA,,,,,,110.0,75.0,45.0,0.6,,10.0,0.11764705882352941,110.0,75.0,10.0,0.11764705882352941,2020
Belgium,IRAN,TEHERAN,,,,,,579.0,331.0,124.0,0.37462235649546827,9.0,242.0,0.41580756013745707,579.0,340.0,242.0,0.41580756013745707,2020
Belgium,IRELAND,DUBLIN,,,,,,351.0,331.0,106.0,0.3202416918429003,,4.0,0.011940298507462687,351.0,331.0,4.0,0.011940298507462687,2020
Belgium,ISRAEL,JERUSALEM,,,,,,125.0,65.0,15.0,0.23076923076923078,,31.0,0.3229166666666667,125.0,65.0,31.0,0.3229166666666667,2020
Belgium,ISRAEL,TEL AVIV,,,,,,17.0,15.0,14.0,0.9333333333333333,,1.0,0.0625,17.0,15.0,1.0,0.0625,2020
Belgium,ITALY,ROME,,,,,,2.0,,,,,,,2.0,,,,2020
Belgium,JAMAICA,KINGSTON,,,,,,269.0,196.0,112.0,0.5714285714285714,,19.0,0.08837209302325581,269.0,196.0,19.0,0.08837209302325581,2020
Belgium,JAPAN,TOKYO,,,,,,78.0,64.0,63.0,0.984375,,7.0,0.09859154929577464,78.0,64.0,7.0,0.09859154929577464,2020
Belgium,JORDAN,AMMAN,,,,,,479.0,306.0,106.0,0.3464052287581699,3.0,134.0,0.30248306997742663,479.0,309.0,134.0,0.30248306997742663,2020
Belgium,KENYA,NAIROBI,,,,,,268.0,191.0,57.0,0.29842931937172773,3.0,62.0,0.2421875,268.0,194.0,62.0,0.2421875,2020
Belgium,KUWAIT,KUWAIT,,,,,,359.0,295.0,221.0,0.7491525423728813,1.0,84.0,0.22105263157894736,359.0,296.0,84.0,0.22105263157894736,2020
Belgium,LEBANON,BEIRUT,,,,,,557.0,290.0,177.0,0.6103448275862069,5.0,228.0,0.4359464627151052,557.0,295.0,228.0,0.4359464627151052,2020
Belgium,MALAYSIA,KUALA LUMPUR,,,,,,25.0,18.0,2.0,0.1111111111111111,,2.0,0.1,25.0,18.0,2.0,0.1,2020
Belgium,MEXICO,MEXICO CITY,,,,,,8.0,5.0,5.0,1.0,,,0.0,8.0,5.0,,,2020
Belgium,MOROCCO,CASABLANCA,,,,,,3745.0,1924.0,1074.0,0.5582120582120582,3.0,1737.0,0.4740720524017467,3745.0,1927.0,1737.0,0.4740720524017467,2020
Belgium,MOROCCO,RABAT,,,,,,144.0,129.0,128.0,0.9922480620155039,6.0,7.0,0.04929577464788732,144.0,135.0,7.0,0.04929577464788732,2020
Belgium,NETHERLANDS,THE HAGUE,,,,,,9.0,6.0,5.0,0.8333333333333334,,,0.0,9.0,6.0,,,2020
Belgium,NIGERIA,ABUJA,2.0,1.0,,,0.0,1195.0,616.0,580.0,0.9415584415584416,13.0,528.0,0.45635263612791704,1197.0,630.0,528.0,0.45595854922279794,2020
Belgium,PAKISTAN,ISLAMABAD,,,,,,695.0,313.0,30.0,0.09584664536741214,1.0,320.0,0.5047318611987381,695.0,314.0,320.0,0.5047318611987381,2020
Belgium,PANAMA,PANAMA CITY,,,,,,3.0,,,,,1.0,1.0,3.0,,1.0,,2020
Belgium,PERU,LIMA,,,,,,48.0,29.0,16.0,0.5517241379310345,,4.0,0.12121212121212122,48.0,29.0,4.0,0.12121212121212122,2020
Belgium,PHILIPPINES,MANILA,,,,,,3739.0,3365.0,2169.0,0.6445765230312036,,177.0,0.04997176736307171,3739.0,3365.0,177.0,0.04997176736307171,2020
Belgium,POLAND,WARSAW,1.0,1.0,,,0.0,9.0,5.0,4.0,0.8,1.0,1.0,0.14285714285714285,10.0,7.0,1.0,0.125,2020
Belgium,PORTUGAL,LISBON,,,,,,4.0,1.0,,0.0,,1.0,0.5,4.0,1.0,1.0,0.5,2020
Belgium,QATAR,DOHA,,,,,,220.0,182.0,71.0,0.3901098901098901,,32.0,0.14953271028037382,220.0,182.0,32.0,0.14953271028037382,2020
Belgium,ROMANIA,BUCHAREST,,,,,,45.0,32.0,15.0,0.46875,,9.0,0.21951219512195122,45.0,32.0,9.0,0.21951219512195122,2020
Belgium,RUSSIAN FEDERATION,MOSCOW,,,,,,3653.0,3404.0,2526.0,0.7420681551116334,1.0,160.0,0.04488078541374474,3653.0,3405.0,160.0,0.04488078541374474,2020
Belgium,RWANDA,KIGALI,1.0,1.0,1.0,,0.0,2021.0,1526.0,516.0,0.3381389252948886,1.0,394.0,0.20510150963040083,2022.0,1528.0,394.0,0.20499479708636836,2020
Belgium,SAUDI ARABIA,RIYADH,,,,,,367.0,284.0,166.0,0.5845070422535211,3.0,28.0,0.08888888888888889,367.0,287.0,28.0,0.08888888888888889,2020
Belgium,SENEGAL,DAKAR,,,,,,945.0,364.0,96.0,0.26373626373626374,,469.0,0.5630252100840336,945.0,364.0,469.0,0.5630252100840336,2020
Belgium,SERBIA,BELGRADE,,,,,,12.0,7.0,4.0,0.5714285714285714,,,0.0,12.0,7.0,,,2020
Belgium,SINGAPORE,SINGAPORE,,,,,,122.0,119.0,44.0,0.3697478991596639,,1.0,0.008333333333333333,122.0,119.0,1.0,0.008333333333333333,2020
Belgium,SOUTH AFRICA,CAPE TOWN,,,,,,332.0,276.0,216.0,0.782608695652174,,24.0,0.08,332.0,276.0,24.0,0.08,2020
Belgium,SOUTH AFRICA,JOHANNESBURG,,,,,,612.0,519.0,355.0,0.6840077071290944,,28.0,0.051188299817184646,612.0,519.0,28.0,0.051188299817184646,2020
Belgium,SOUTH AFRICA,PRETORIA,,,,,,55.0,28.0,21.0,0.75,,7.0,0.2,55.0,28.0,7.0,0.2,2020
Belgium,SOUTH KOREA,SEOUL,,,,,,17.0,6.0,4.0,0.6666666666666666,,4.0,0.4,17.0,6.0,4.0,0.4,2020
Belgium,SPAIN,MADRID,,,,,,6.0,1.0,1.0,1.0,,,0.0,6.0,1.0,,,2020
Belgium,SWITZERLAND,BERN,,,,,,2.0,,,,,,,2.0,,,,2020
Belgium,TAIWAN,TAIPEI,,,,,,10.0,8.0,8.0,1.0,,,0.0,10.0,8.0,,,2020
Belgium,TANZANIA,DAR ES SALAAM,,,,,,184.0,151.0,22.0,0.1456953642384106,,11.0,0.06790123456790123,184.0,151.0,11.0,0.06790123456790123,2020
Belgium,THAILAND,BANGKOK,,,,,,1513.0,1257.0,212.0,0.16865552903739062,1.0,183.0,0.12699514226231784,1513.0,1258.0,183.0,0.12699514226231784,2020
Belgium,TUNISIA,TUNIS,,,,,,856.0,530.0,291.0,0.5490566037735849,7.0,220.0,0.2906208718626156,856.0,537.0,220.0,0.2906208718626156,2020
Belgium,TURKEY,ISTANBUL,,,,,,2361.0,1493.0,1025.0,0.6865371734762223,1.0,744.0,0.3324396782841823,2361.0,1494.0,744.0,0.3324396782841823,2020
Belgium,UGANDA,KAMPALA,,,,,,268.0,211.0,92.0,0.43601895734597157,,41.0,0.1626984126984127,268.0,211.0,41.0,0.1626984126984127,2020
Belgium,UKRAINE,KYIV,,,,,,112.0,79.0,27.0,0.34177215189873417,,29.0,0.26851851851851855,112.0,79.0,29.0,0.26851851851851855,2020
Belgium,UNITED ARAB EMIRATES,ABU DHABI,,,,,,702.0,530.0,410.0,0.7735849056603774,,114.0,0.17701863354037267,702.0,530.0,114.0,0.17701863354037267,2020
Belgium,UNITED KINGDOM,LONDON,,,,,,1984.0,1690.0,1048.0,0.6201183431952663,2.0,195.0,0.10333863275039745,1984.0,1692.0,195.0,0.10333863275039745,2020
Belgium,USA,"ATLANTA, GA",,,,,,100.0,87.0,31.0,0.3563218390804598,,,0.0,100.0,87.0,,,2020
Belgium,USA,"LOS ANGELES, CA",,,,,,131.0,107.0,45.0,0.4205607476635514,,4.0,0.036036036036036036,131.0,107.0,4.0,0.036036036036036036,2020
Belgium,USA,"NEW YORK, NY",,,,,,247.0,222.0,68.0,0.3063063063063063,,14.0,0.059322033898305086,247.0,222.0,14.0,0.059322033898305086,2020
Belgium,USA,"WASHINGTON, DC",,,,,,133.0,109.0,109.0,1.0,,10.0,0.08403361344537816,133.0,109.0,10.0,0.08403361344537816,2020
Belgium,VIETNAM,HANOI,,,,,,295.0,247.0,129.0,0.5222672064777328,2.0,31.0,0.11071428571428571,295.0,249.0,31.0,0.11071428571428571,2020
Czech Republic,AFGHANISTAN,KABUL,,,,,,31.0,21.0,5.0,0.23809523809523808,10.0,0.0,0.0,31.0,31.0,,,2020
Czech Republic,ALBANIA,TIRANA,,,,,,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,,,2020
Czech Republic,ALGERIA,ALGIERS,,,,,,152.0,63.0,4.0,0.06349206349206349,0.0,89.0,0.5855263157894737,152.0,63.0,89.0,0.5855263157894737,2020
Czech Republic,ARMENIA,YEREVAN,,,,,,319.0,276.0,104.0,0.37681159420289856,0.0,43.0,0.13479623824451412,319.0,276.0,43.0,0.13479623824451412,2020
Czech Republic,AUSTRALIA,SYDNEY,,,,,,47.0,47.0,13.0,0.2765957446808511,0.0,0.0,0.0,47.0,47.0,,,2020
Czech Republic,AUSTRIA,VIENNA,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2020
Czech Republic,AZERBAIJAN,BAKU,,,,,,774.0,698.0,91.0,0.1303724928366762,1.0,75.0,0.09689922480620156,774.0,699.0,75.0,0.09689922480620156,2020
Czech Republic,BELARUS,MINSK,,,,,,3335.0,3330.0,2244.0,0.6738738738738739,1.0,4.0,0.0011994002998500749,3335.0,3331.0,4.0,0.0011994002998500749,2020
Czech Republic,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,14.0,14.0,2.0,0.14285714285714285,0.0,0.0,0.0,14.0,14.0,,,2020
Czech Republic,BRAZIL,BRASILIA,,,,,,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,,1.0,,2020
Czech Republic,BRAZIL,SAO PAULO,,,,,,8.0,4.0,2.0,0.5,0.0,4.0,0.5,8.0,4.0,4.0,0.5,2020
Czech Republic,BULGARIA,SOFIA,,,,,,47.0,46.0,18.0,0.391304347826087,0.0,1.0,0.02127659574468085,47.0,46.0,1.0,0.02127659574468085,2020
Czech Republic,CANADA,OTTAWA,,,,,,12.0,10.0,2.0,0.2,0.0,2.0,0.16666666666666666,12.0,10.0,2.0,0.16666666666666666,2020
Czech Republic,CANADA,TORONTO,,,,,,80.0,74.0,55.0,0.7432432432432432,0.0,6.0,0.075,80.0,74.0,6.0,0.075,2020
Czech Republic,CHILE,SANTIAGO DE CHILE,,,,,,6.0,5.0,1.0,0.2,0.0,1.0,0.16666666666666666,6.0,5.0,1.0,0.16666666666666666,2020
Czech Republic,CHINA,BEIJING,,,,,,3691.0,3590.0,256.0,0.0713091922005571,0.0,101.0,0.027363858033053374,3691.0,3590.0,101.0,0.027363858033053374,2020
Czech Republic,CHINA,CHENGDU,,,,,,947.0,929.0,29.0,0.031216361679224973,0.0,18.0,0.01900739176346357,947.0,929.0,18.0,0.01900739176346357,2020
Czech Republic,CHINA,SHANGHAI,,,,,,1342.0,1305.0,81.0,0.06206896551724138,0.0,37.0,0.027570789865871834,1342.0,1305.0,37.0,0.027570789865871834,2020
Czech Republic,COLOMBIA,BOGOTA,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,2020
Czech Republic,CROATIA,ZAGREB,,,,,,10.0,6.0,1.0,0.16666666666666666,1.0,3.0,0.3,10.0,7.0,3.0,0.3,2020
Czech Republic,CUBA,HAVANA,,,,,,298.0,217.0,3.0,0.013824884792626729,0.0,81.0,0.27181208053691275,298.0,217.0,81.0,0.27181208053691275,2020
Czech Republic,EGYPT,CAIRO,,,,,,386.0,300.0,26.0,0.08666666666666667,1.0,85.0,0.22020725388601037,386.0,301.0,85.0,0.22020725388601037,2020
Czech Republic,ETHIOPIA,ADDIS ABEBA,,,,,,53.0,31.0,11.0,0.3548387096774194,1.0,21.0,0.39622641509433965,53.0,32.0,21.0,0.39622641509433965,2020
Czech Republic,GEORGIA,TBILISSI,,,,,,105.0,46.0,1.0,0.021739130434782608,0.0,59.0,0.5619047619047619,105.0,46.0,59.0,0.5619047619047619,2020
Czech Republic,GERMANY,BERLIN,,,,,,3.0,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,3.0,3.0,,,2020
Czech Republic,GHANA,ACCRA,,,,,,94.0,60.0,18.0,0.3,0.0,34.0,0.3617021276595745,94.0,60.0,34.0,0.3617021276595745,2020
Czech Republic,HONG KONG S.A.R.,HONG KONG,,,,,,21.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,,,2020
Czech Republic,INDIA,NEW DELHI,,,,,,3879.0,2683.0,1088.0,0.4055162131941856,0.0,1196.0,0.3083268883732921,3879.0,2683.0,1196.0,0.3083268883732921,2020
Czech Republic,INDONESIA,JAKARTA,,,,,,298.0,291.0,41.0,0.140893470790378,0.0,7.0,0.02348993288590604,298.0,291.0,7.0,0.02348993288590604,2020
Czech Republic,IRAN,TEHERAN,,,,,,251.0,153.0,16.0,0.10457516339869281,0.0,98.0,0.3904382470119522,251.0,153.0,98.0,0.3904382470119522,2020
Czech Republic,IRAQ,BAGHDAD,,,,,,63.0,59.0,25.0,0.423728813559322,3.0,1.0,0.015873015873015872,63.0,62.0,1.0,0.015873015873015872,2020
Czech Republic,IRAQ,ERBIL,,,,,,121.0,55.0,7.0,0.12727272727272726,0.0,66.0,0.5454545454545454,121.0,55.0,66.0,0.5454545454545454,2020
Czech Republic,IRELAND,DUBLIN,,,,,,47.0,47.0,25.0,0.5319148936170213,0.0,0.0,0.0,47.0,47.0,,,2020
Czech Republic,ISRAEL,TEL AVIV,,,,,,94.0,82.0,14.0,0.17073170731707318,0.0,12.0,0.1276595744680851,94.0,82.0,12.0,0.1276595744680851,2020
Czech Republic,JAPAN,TOKYO,,,,,,48.0,48.0,15.0,0.3125,0.0,0.0,0.0,48.0,48.0,,,2020
Czech Republic,JORDAN,AMMAN,,,,,,381.0,212.0,19.0,0.08962264150943396,0.0,169.0,0.4435695538057743,381.0,212.0,169.0,0.4435695538057743,2020
Czech Republic,KAZAKHSTAN,NUR-SULTAN,,,,,,2787.0,2470.0,477.0,0.1931174089068826,0.0,317.0,0.11374237531395766,2787.0,2470.0,317.0,0.11374237531395766,2020
Czech Republic,KENYA,NAIROBI,,,,,,172.0,147.0,49.0,0.3333333333333333,0.0,25.0,0.14534883720930233,172.0,147.0,25.0,0.14534883720930233,2020
Czech Republic,KUWAIT,KUWAIT,,,,,,424.0,324.0,255.0,0.7870370370370371,0.0,100.0,0.2358490566037736,424.0,324.0,100.0,0.2358490566037736,2020
Czech Republic,LEBANON,BEIRUT,,,,,,220.0,173.0,60.0,0.3468208092485549,0.0,47.0,0.21363636363636362,220.0,173.0,47.0,0.21363636363636362,2020
Czech Republic,MALAYSIA,KUALA LUMPUR,,,,,,61.0,33.0,10.0,0.30303030303030304,0.0,28.0,0.45901639344262296,61.0,33.0,28.0,0.45901639344262296,2020
Czech Republic,MEXICO,MEXICO CITY,,,,,,5.0,5.0,1.0,0.2,0.0,0.0,0.0,5.0,5.0,,,2020
Czech Republic,MOLDOVA,CHISINAU,,,,,,633.0,626.0,12.0,0.019169329073482427,0.0,7.0,0.011058451816745656,633.0,626.0,7.0,0.011058451816745656,2020
Czech Republic,MONGOLIA,ULAN BATOR,,,,,,462.0,397.0,36.0,0.0906801007556675,0.0,65.0,0.1406926406926407,462.0,397.0,65.0,0.1406926406926407,2020
Czech Republic,MOROCCO,RABAT,,,,,,120.0,96.0,28.0,0.2916666666666667,0.0,24.0,0.2,120.0,96.0,24.0,0.2,2020
Czech Republic,NIGERIA,ABUJA,,,,,,157.0,114.0,41.0,0.35964912280701755,3.0,40.0,0.25477707006369427,157.0,117.0,40.0,0.25477707006369427,2020
Czech Republic,NORTH MACEDONIA,SKOPJE,,,,,,181.0,2.0,0.0,0.0,139.0,40.0,0.22099447513812154,181.0,141.0,40.0,0.22099447513812154,2020
Czech Republic,PAKISTAN,ISLAMABAD,,,,,,115.0,36.0,4.0,0.1111111111111111,2.0,77.0,0.6695652173913044,115.0,38.0,77.0,0.6695652173913044,2020
Czech Republic,PERU,LIMA,,,,,,19.0,19.0,3.0,0.15789473684210525,0.0,0.0,0.0,19.0,19.0,,,2020
Czech Republic,PHILIPPINES,MANILA,,,,,,453.0,433.0,111.0,0.25635103926096997,0.0,20.0,0.04415011037527594,453.0,433.0,20.0,0.04415011037527594,2020
Czech Republic,POLAND,WARSAW,,,,,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,,,2020
Czech Republic,ROMANIA,BUCHAREST,,,,,,5.0,4.0,1.0,0.25,0.0,1.0,0.2,5.0,4.0,1.0,0.2,2020
Czech Republic,RUSSIAN FEDERATION,MOSCOW,,,,,,40154.0,39410.0,12859.0,0.32628774422735346,0.0,744.0,0.018528664641131645,40154.0,39410.0,744.0,0.018528664641131645,2020
Czech Republic,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,2287.0,2283.0,827.0,0.3622426631625055,1.0,3.0,0.0013117621337997377,2287.0,2284.0,3.0,0.0013117621337997377,2020
Czech Republic,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,4636.0,4589.0,1305.0,0.28437568097624755,0.0,47.0,0.010138050043140638,4636.0,4589.0,47.0,0.010138050043140638,2020
Czech Republic,SAUDI ARABIA,RIYADH,,,,,,1146.0,1026.0,892.0,0.8693957115009746,4.0,116.0,0.1012216404886562,1146.0,1030.0,116.0,0.1012216404886562,2020
Czech Republic,SENEGAL,DAKAR,,,,,,26.0,11.0,5.0,0.45454545454545453,0.0,15.0,0.5769230769230769,26.0,11.0,15.0,0.5769230769230769,2020
Czech Republic,SERBIA,BELGRADE,,,,,,359.0,354.0,298.0,0.8418079096045198,0.0,5.0,0.013927576601671309,359.0,354.0,5.0,0.013927576601671309,2020
Czech Republic,SLOVAKIA,BRATISLAVA,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,3.0,2.0,1.0,0.3333333333333333,2020
Czech Republic,SOUTH AFRICA,PRETORIA,,,,,,423.0,405.0,284.0,0.7012345679012346,0.0,18.0,0.0425531914893617,423.0,405.0,18.0,0.0425531914893617,2020
Czech Republic,SOUTH KOREA,SEOUL,,,,,,209.0,205.0,195.0,0.9512195121951219,0.0,4.0,0.019138755980861243,209.0,205.0,4.0,0.019138755980861243,2020
Czech Republic,SYRIA,DAMASCUS,,,,,,57.0,14.0,10.0,0.7142857142857143,43.0,0.0,0.0,57.0,57.0,,,2020
Czech Republic,TAIWAN,TAIPEI,,,,,,5.0,5.0,1.0,0.2,0.0,0.0,0.0,5.0,5.0,,,2020
Czech Republic,THAILAND,BANGKOK,,,,,,1360.0,1335.0,359.0,0.2689138576779026,0.0,25.0,0.01838235294117647,1360.0,1335.0,25.0,0.01838235294117647,2020
Czech Republic,TUNISIA,TUNIS,,,,,,401.0,174.0,27.0,0.15517241379310345,0.0,227.0,0.5660847880299252,401.0,174.0,227.0,0.5660847880299252,2020
Czech Republic,TURKEY,ANKARA,,,,,,2981.0,2704.0,1847.0,0.6830621301775148,1.0,276.0,0.09258638040925864,2981.0,2705.0,276.0,0.09258638040925864,2020
Czech Republic,TURKEY,ISTANBUL,,,,,,1893.0,1829.0,135.0,0.07381082558775287,0.0,64.0,0.03380876914949815,1893.0,1829.0,64.0,0.03380876914949815,2020
Czech Republic,UKRAINE,KYIV,,,,,,47754.0,44993.0,20000.0,0.44451359100304494,0.0,2761.0,0.057817146207647524,47754.0,44993.0,2761.0,0.057817146207647524,2020
Czech Republic,UKRAINE,LVIV,,,,,,47624.0,45953.0,21346.0,0.46451809457489174,2.0,1669.0,0.03504535528305056,47624.0,45955.0,1669.0,0.03504535528305056,2020
Czech Republic,UNITED ARAB EMIRATES,ABU DHABI,,,,,,1457.0,978.0,287.0,0.2934560327198364,5.0,474.0,0.32532601235415237,1457.0,983.0,474.0,0.32532601235415237,2020
Czech Republic,UNITED KINGDOM,LONDON,,,,,,642.0,609.0,141.0,0.2315270935960591,19.0,14.0,0.021806853582554516,642.0,628.0,14.0,0.021806853582554516,2020
Czech Republic,USA,"CHICAGO, IL",,,,,,36.0,36.0,5.0,0.1388888888888889,0.0,0.0,0.0,36.0,36.0,,,2020
Czech Republic,USA,"LOS ANGELES, CA",,,,,,85.0,80.0,2.0,0.025,3.0,2.0,0.023529411764705882,85.0,83.0,2.0,0.023529411764705882,2020
Czech Republic,USA,"NEW YORK, NY",,,,,,105.0,102.0,24.0,0.23529411764705882,3.0,0.0,0.0,105.0,105.0,,,2020
Czech Republic,USA,"WASHINGTON, DC",,,,,,52.0,48.0,16.0,0.3333333333333333,4.0,0.0,0.0,52.0,52.0,,,2020
Czech Republic,UZBEKISTAN,TASHKENT,,,,,,435.0,284.0,24.0,0.08450704225352113,4.0,147.0,0.33793103448275863,435.0,288.0,147.0,0.33793103448275863,2020
Czech Republic,VIETNAM,HANOI,,,,,,270.0,190.0,16.0,0.08421052631578947,0.0,80.0,0.2962962962962963,270.0,190.0,80.0,0.2962962962962963,2020
Czech Republic,ZAMBIA,LUSAKA,,,,,,20.0,18.0,3.0,0.16666666666666666,0.0,2.0,0.1,20.0,18.0,2.0,0.1,2020
Denmark,AUSTRIA,VIENNA,,,,,,25.0,21.0,11.0,0.5238095238095238,1.0,,0.0,25.0,22.0,,,2020
Denmark,BANGLADESH,DHAKA,5.0,,,5.0,1.0,256.0,199.0,50.0,0.25125628140703515,1.0,50.0,0.2,261.0,200.0,55.0,0.21568627450980393,2020
Denmark,BELGIUM,BRUSSELS,,,,,,2.0,1.0,1.0,1.0,,1.0,0.5,2.0,1.0,1.0,0.5,2020
Denmark,BURKINA FASO,OUAGADOUGOU,,,,,,45.0,29.0,11.0,0.3793103448275862,,4.0,0.12121212121212122,45.0,29.0,4.0,0.12121212121212122,2020
Denmark,CANADA,OTTAWA,,,,,,400.0,395.0,97.0,0.24556962025316456,1.0,7.0,0.017369727047146403,400.0,396.0,7.0,0.017369727047146403,2020
Denmark,CHINA,BEIJING,,,,,,550.0,488.0,112.0,0.22950819672131148,,30.0,0.05791505791505792,550.0,488.0,30.0,0.05791505791505792,2020
Denmark,CHINA,GUANGZHOU (CANTON),,,,,,1220.0,1401.0,272.0,0.19414703783012136,,64.0,0.04368600682593857,1220.0,1401.0,64.0,0.04368600682593857,2020
Denmark,CHINA,SHANGHAI,,,,,,1337.0,1553.0,325.0,0.20927237604636187,,38.0,0.023884349465744813,1337.0,1553.0,38.0,0.023884349465744813,2020
Denmark,DENMARK,COPENHAGEN,,,,,,478.0,419.0,129.0,0.30787589498806683,13.0,4.0,0.009174311926605505,478.0,432.0,4.0,0.009174311926605505,2020
Denmark,EGYPT,CAIRO,1.0,,,,,429.0,325.0,158.0,0.48615384615384616,2.0,105.0,0.24305555555555555,430.0,327.0,105.0,0.24305555555555555,2020
Denmark,FINLAND,HELSINKI,,,,,,6.0,3.0,1.0,0.3333333333333333,,,0.0,6.0,3.0,,,2020
